heliostat_id,sigma_x,sigma_y,amplitude,x_locations,y_locations,x_normal,y_normal
2295,1.439489046515457,1.693461137415638,8.534490007386577,252.726335,190.718602,19.56734998559169,10.8
2296,1.4630476358998588,1.7434096746984777,3.8610138145372863,245.282463,149.323485,18.688243431004736,10.8
2297,1.513432512187315,1.6247399494276802,4.881569911301952,214.492595,302.862818,22.286418396146615,10.8
2298,1.5239679474777894,1.5611757552784413,5.175179473864537,-166.814535,425.523857,31.021659570493387,10.8
2299,1.440417715960547,1.5581568932167793,6.79028546380286,-232.524142,393.484644,32.43470431511899,10.8
2300,1.440500922544941,1.5412300837979067,6.765991556352721,-129.338208,473.099446,30.079629737540394,10.8
2301,1.4418803737864523,1.819845127181582,6.474924931057177,-232.202234,94.141089,38.18765298154276,10.8
2302,1.4420015621483233,1.6032499362344297,6.456730798702637,209.693237,321.667534,22.6263019344999,10.8
2303,1.5459328698643324,1.654707207360979,5.003206708566301,241.536436,230.493692,20.587000645745867,10.8
2304,1.5404143449862995,1.5883128288252273,6.495075374756417,204.120606,341.149479,22.966185485774545,10.8
2305,1.3915758822317434,1.7063049446441014,3.5114712505395778,246.946909,169.21514,19.163838789521357,10.8
2306,1.414693098152962,2.091164931736448,3.6859030731658677,-184.429292,5.347855,41.33100788160485,10.8
2307,1.4439714026528057,1.5300104805629167,6.194318826918469,103.915379,479.325622,25.84049550859377,10.8
2308,1.444141547659699,1.7799698065871234,8.425782349480135,-237.836948,111.698332,37.7120575935272,10.8
2309,1.5099926680960976,1.5553464796695964,5.45301372180142,180.797879,400.918944,23.985836137110674,10.8
2310,1.4468600689603326,1.6690456164600433,5.927244411452525,182.988147,258.378644,22.28641839487907,10.8
2311,1.4470913916500332,1.523491012787811,8.36100442407248,-103.915379,479.325622,29.608614827266074,10.8
2312,1.4305701368961765,1.883160001375894,3.8706715269798724,-217.514735,61.933701,39.138843682154594,10.8
2313,1.5283997292125837,1.5558128560821567,6.119678470734007,189.707943,380.826766,23.645952585315747,10.8
2314,1.521891177475675,1.6121328179715997,7.098963470394599,-218.165854,284.181145,33.502575482604826,10.8
2315,1.4272952846337512,2.1913927065221595,3.8950875788556987,167.193677,-4.469444,13.626422660167457,10.8
2316,1.4507319217322112,1.5180385200537594,8.282585271119087,78.196601,484.186688,26.311510420034338,10.8
2317,1.4510375953048325,1.7377444641709046,5.891418230690784,-242.22236,130.120902,37.23646225835637,10.8
2318,1.4557841347157585,1.5912761027821676,6.218256246394243,-214.492595,302.862818,33.16269193971323,10.8
2319,1.4561779404162307,1.5574401725883231,6.241833827204348,197.348367,360.662084,23.306069046786845,10.8
2320,1.5057269863658722,1.971297976437217,7.05071685007531,197.601072,40.755383,15.657270887499486,10.8
2321,1.513976247405285,1.616507772833643,6.058391611875532,-240.9776,248.379113,34.522226143248766,10.8
